name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,(order - domination_number),(order - total_domination_number),(order - connected_domination_number),(order - power_domination_number),(order - zero_forcing_number),(order - triameter),(order - diameter),(order - radius),(order - independent_domination_number),(order - chromatic_number),(order - matching_number),(order - min_maximal_matching_number),(order - min_degree),(order - max_degree),(order - clique_number),(order - residue),(order - annihilation_number),(order - sub_total_domination_number),(order - slater),(order - k_slater_index),(order - k_residual_index),min_edge_cover,[(annihilation_number + residue)/ max_degree],[order/ max_degree],[order/ (max_degree + 1)],[order/ (max_degree - 1)],[order/ (max_degree + 2)],(residue + annihilation_number),a connected graph,a tree graph,a connected_graph with min_degree at least 2,a connected_graph with min_degree at least 3,a connected_graph with min_degree at least 4,a connected and bipartite graph,an eulerian graph,a connected and planar graph,a connected and regular graph,a connected and cubic graph,a connected graph which is not K_n,a connected and triangle-free graph,a connected and at-free graph,a connected and claw-free graph,a connected graph with maximum degree at most 3,a connected graph which is not K_n and has maximum degree at most 3,"a connected, claw-free, and cubic graph","a connected, planar, and cubic graph",a connected and cubic graph which is not K_4,a connected and well-covered graph,a connected graph with diameter at most 3,a connected and planar graph with diameter at most 3,a connected and chordal graph,a connected and bipartite graph with min_degree at least 2,a connected and bipartite graph with min_degree at least 3,a connected and bipartite graph with min_degree at least 4,a connected and planar graph with min_degree at least 2,a connected and planar graph with min_degree at least 3,a connected and planar graph with min_degree at least 4,a connected graph which is not K_n with min_degree at least 2,a connected graph which is not K_n with min_degree at least 3,a connected graph which is not K_n with min_degree at least 4,a connected and triangle-free graph with min_degree at least 2,a connected and triangle-free graph with min_degree at least 3,a connected and triangle-free graph with min_degree at least 4,a connected and at-free graph with min_degree at least 2,a connected and at-free graph with min_degree at least 3,a connected and at-free graph with min_degree at least 4,a connected and claw-free graph with min_degree at least 2,a connected and claw-free graph with min_degree at least 3,a connected and claw-free graph with min_degree at least 4,a connected graph with min_degree at least 2 and maximum degree at most 3,a connected and chordal graph with min_degree at least 2,a connected and chordal graph with min_degree at least 3,a connected and diamond-free graph,"a connected, cubic, and diamond-free graph",a connected and bull-free graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,second_largest_eigenvalues,a block graph, second_largest_eigenvalue,LG_residue,LG_annihilation,LG_graph_energy,LG_slater,square_residue,square_annihilation,square_zero_forcing_number,square_clique_number,outer_connected_domination_number,edge_domination_number,square_chromatic_number,cubed_chromatic_number,cube_residue,cube_annihilation,power_2_residue_sum,power_3_residue_sum,power_2_annihilation_sum,power_3_annihilation_sum,power_max_degree_residue_sum,power_max_degree_annihilation_sum,power_min_degree_residue_sum,power_min_degree_annihilation_sum,residue_residue_power_sum,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,restrained_domination_number,strong_harmonic_index,reciprocal_first_zagreb_index,reciprocal_second_zagreb_index,reciprocal_harary_index,reciprocal_second_zagreb_variation,reciprocal_randic_index,reciprocal_augmented_zagreb_index,reciprocal_sum_connectivity_index,reciprocal_hyper_zagreb_index,reciprocal_geometric_arithmetic_index,reciprocal_first_zagreb_index_2_degree,reciprocal_second_zagreb_index_2_degree,reciprocal_randic_index_2_degree,reciprocal_sum_connectivity_index_2_degree,reciprocal_geometric_arithmetic_index_2_degree,augmented_average_edge_degree,inverse_degree_plus_two_sum,inverse_degree_plus_one_sum,inverse_edge_degree_plus_two_sum,inverse_edge_degree_plus_one_sum,a connected graph that is a line graph
cubic89,3,4,5,6,5,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,136.0,7,3,9,8,7,10,8,3,9,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,(20+0j),(2+0j),False,2,4,9,30,4,2,6,8,4,3,4,4,12,1,6,5,6,12,18,6,18,6,18,6,6.0,9.0,6,8,3,2.999999999999999,1.3333333333333337,2.0000000000000004,53.88888888888893,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2257653061224489,0.3373724489795918,2.4619021105068404,4.703681053276684,17.982202425117745,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
B_dom_B4,3,4,5,5,3,1,2,2,2,3,3,7,7,3,3,3,3,7,3.5,3.5,3.5,2,2,2,3,3,4,3,1,42.0,4,1,4,3,2,6,5,0,4,4,4,4,4,4,5,5,5,4,4,3,4,6,6,4,3.0,3.5,2.333333333333333,7.0,1.75,6,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,2,9,(7+0j),(1+0j),False,1,3,3,9,3,2,3,4,3,5,3,4,7,1,3,5,6,6,9,5,6,5,6,6,5.0,8.0,4,7,3,1.75,1.75,1.75,19.05555555555555,1.75,3.5,0.875,3.5,3.5,7.0,0.4375,0.4375,1.75,2.474873734152916,7.0,2.8,1.75,2.333333333333333,1.4,1.75,True
cubic62,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,139.0,7,3,8,8,7,10,8,2,8,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,17,(18+0j),(2+0j),False,2,4,9,32,4,2,6,7,6,4,4,6,10,2,6,5,7,12,18,7,18,7,18,7,7.0,10.0,6,7,4,2.999999999999999,1.3333333333333337,2.0000000000000004,53.59722222222226,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2339458931720836,0.3468482300327539,2.4866486936028287,4.717902041298448,17.946074623326773,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
cubic76,4,5,6,7,5,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,135.0,7,3,8,7,6,10,8,4,8,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,(19+0j),(2+0j),False,2,4,9,32,4,2,6,7,5,4,4,6,11,2,6,5,7,12,18,7,18,7,18,7,7.0,10.0,6,8,4,2.999999999999999,1.3333333333333337,2.0000000000000004,54.34722222222226,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.209640337616528,0.3119331065759637,2.3640589901297666,4.605036481041535,17.96071436681481,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
cubic77,3,5,5,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,137.0,7,3,9,7,7,10,8,3,8,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,(18+0j),(2+0j),False,2,4,9,31,4,2,6,7,6,4,4,6,10,2,6,5,7,12,18,7,18,7,18,7,6.0,9.0,6,8,3,2.999999999999999,1.3333333333333337,2.0000000000000004,53.97222222222227,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2228757243638195,0.3306760204081633,2.4280185459329133,4.663025865618625,17.953355446416726,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
cubic63,3,5,5,7,5,1,3,3,3,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,139.0,7,3,9,7,7,11,9,3,8,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,18,(19+0j),(2+0j),False,2,4,9,31,4,2,6,6,5,3,4,6,10,2,6,5,7,12,18,7,18,7,18,7,6.0,9.0,6,8,3,2.999999999999999,1.3333333333333337,2.0000000000000004,53.59722222222226,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2391187956664147,0.3528714726631393,2.5016866892174385,4.726569139757964,17.927971673777222,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
B_dom_B5,3,3,3,5,3,1,2,2,2,3,2,7,8,3,3,3,3,7,3.4663264951887856,3.4333333333333336,3.697102672463695,2,3,2,3,4,3,2,2,38.0,4,1,4,4,4,6,5,0,4,5,4,4,4,4,5,4,5,4,3,4,5,5,6,4,2.333333333333333,2.333333333333333,1.75,3.5,1.4,7,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,2,9,(8+0j),(1+0j),False,1,3,4,12,2,2,4,4,5,3,3,5,7,1,3,5,6,8,11,6,11,5,8,6,5.0,7.0,4,6,3,1.7166666666666666,1.4722222222222223,1.5277777777777777,21.38888888888889,1.7166666666666666,3.4663264951887856,0.9627914951989026,3.697102672463695,2.833333333333333,7.919183588453085,0.3230555555555555,0.3402777777777777,1.6372769243005982,2.544373413043957,7.938926165154232,2.782608695652174,1.65,2.1666666666666665,1.4095238095238094,1.7166666666666666,False
cubic88,4,4,6,7,4,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,135.0,8,2,8,8,6,10,8,4,8,9,8,9,6,8,9,9,9,9,6,8,9,10,10,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,(19+0j),(2+0j),False,2,4,9,32,4,2,6,8,6,4,4,6,9,2,6,5,7,12,18,7,18,7,18,7,7.0,11.0,6,8,4,2.999999999999999,1.3333333333333337,2.0000000000000004,54.70833333333337,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.1965230536659108,0.2917611489040061,2.2797384698279783,4.5177810138476415,17.95294044989533,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
MathematicaGraph3498,3,6,6,7,5,1,2,3,3,6,3,9,8,3,2,4,3,16,4.346065214951231,4.2,4.073691594068752,1,3,2,4,5,4,3,1,102.0,4,2,6,3,3,8,7,-7,3,6,6,7,5,6,8,6,7,5,4,5,6,8,7,5,3.0,3.0,2.25,4.5,1.8,9,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(1+0j),True,1,3,5,10,2,3,6,3,4,6,3,4,5,3,5,7,10,11,16,10,16,4,5,13,6.0,9.0,6,8,5,2.1,4.361111111111111,2.5,23.028333333333325,2.1,4.346065214951231,1.0,4.073691594068751,2.666666666666667,7.767814816086004,1.1425,0.7,2.2557202679173645,2.929032717822692,7.810406796953462,3.2,2.45,3.4166666666666665,1.65,2.1,False
G5,1,2,1,2,2,1,2,2,2,2,1,4,5,1,3,2,1,4,1.9663264951887856,1.933333333333333,2.1971026724636946,2,3,3,2,2,2,1,1,7.0,2,1,3,2,3,3,2,0,2,3,3,1,2,3,2,1,1,2,2,2,3,3,3,2,1.3333333333333333,1.3333333333333333,1.0,2.0,0.8,4,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,2,5,(7+0j),0j,False,0,2,2,6,1,1,2,3,4,1,1,4,4,1,2,3,4,4,6,4,6,3,4,3,2.0,3.0,2,3,1,0.9666666666666666,0.7222222222222222,0.7777777777777777,10.5,0.9666666666666666,1.9663264951887856,0.5877914951989026,2.1971026724636946,1.3333333333333333,4.919183588453085,0.4444444444444444,0.5555555555555556,1.6666666666666663,2.041241452319315,5.0,1.6129032258064515,0.9,1.1666666666666663,0.8095238095238094,0.9666666666666666,False
MathematicaGraph7615,2,3,3,8,7,2,5,7,7,4,2,9,8,2,2,2,2,10,3.707106781186548,3.066666666666667,3.499778153927473,1,4,2,6,7,3,2,1,88.0,2,4,7,6,6,7,4,-1,5,7,7,7,7,7,8,5,7,3,2,6,7,8,5,7,3.25,2.25,1.8,3.0,1.5,13,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,(8+0j),(2+0j),True,2,2,4,12,2,2,5,6,5,7,2,5,6,2,5,8,10,12,17,11,21,6,7,13,4.0,6.0,7,7,7,1.5333333333333332,6.375,1.75,24.95833333333333,1.5333333333333332,3.707106781186548,2.78125,3.499778153927473,0.6666666666666667,6.685618083164126,0.470625,0.35,1.6578685525167116,2.554700196225229,7.908864961641519,2.56,2.583333333333333,3.733333333333333,1.2857142857142856,1.5333333333333332,False
MathematicaGraph7601,3,3,3,9,6,2,4,6,6,4,2,9,8,4,2,3,2,10,3.810660171779821,3.25,3.575219927746552,1,4,2,6,7,3,2,2,82.0,3,1,6,6,6,7,5,-1,5,7,5,7,6,7,8,5,7,3,2,6,7,7,8,6,3.25,2.25,1.8,3.0,1.5,13,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(8+0j),(1+0j),True,1,3,5,12,2,3,5,6,5,6,2,5,8,2,4,9,11,12,16,12,20,6,7,14,5.0,8.0,7,7,6,1.6249999999999998,6.375,1.9375,25.541666666666657,1.6249999999999998,3.810660171779821,2.412109375,3.575219927746552,0.6666666666666667,6.885618083164126,0.6385331632653062,0.3124999999999999,1.5284723700885838,2.39539776379192,7.646183957555143,2.56,2.583333333333333,3.733333333333333,1.3373015873015874,1.6249999999999998,False
MathematicaGraph7588,4,5,5,8,5,1,3,4,4,5,3,9,8,4,2,4,3,14,4.181980515339464,3.9,3.904009274460425,1,4,2,4,6,4,3,2,92.0,4,2,5,4,4,8,6,-5,4,6,5,7,5,6,8,5,7,5,3,5,6,7,7,5,2.5,2.25,1.8,3.0,1.5,10,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(1+0j),True,1,4,5,10,2,4,6,4,5,5,3,5,6,3,5,8,11,12,17,13,21,4,6,13,6.0,10.0,6,8,5,1.95,5.0625,2.375,24.13222222222221,1.95,4.181980515339464,1.296875,3.904009274460425,2.083333333333333,7.456854249492381,1.051797052154195,0.5388888888888889,1.957753371251167,2.6926875867317497,7.6607757552383315,2.909090909090909,2.5,3.533333333333333,1.5452380952380953,1.95,False
MathematicaGraph7563,2,3,3,7,6,1,4,5,5,4,2,8,7,2,2,2,2,10,3.312188929203217,2.7857142857142856,3.0883079040543056,1,5,2,5,6,3,2,1,62.0,2,2,6,5,5,7,4,-2,4,6,6,6,6,6,7,3,6,3,2,5,6,7,6,6,2.2,1.6,1.3333333333333333,2.0,1.1428571428571428,11,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,(7+0j),(1+0j),True,1,2,4,10,2,2,4,5,6,6,2,6,7,2,4,7,9,10,14,11,22,5,6,11,4.0,6.0,6,7,6,1.392857142857143,5.54,1.65,21.611111111111107,1.392857142857143,3.312188929203217,2.4230000000000005,3.0883079040543056,1.05,5.827740914487035,0.569297052154195,0.3714285714285714,1.5110662740021688,2.246836837940465,6.87678484848448,2.1777777777777776,2.3095238095238093,3.333333333333333,1.1464285714285711,1.392857142857143,False
MathematicaGraph7577,3,5,6,7,5,1,2,3,3,7,4,9,8,3,2,4,3,16,4.308060412490447,4.133333333333333,4.049127729379167,1,3,2,4,5,4,3,1,108.0,4,2,6,4,3,8,7,-7,2,5,6,7,5,6,8,6,7,5,4,5,6,8,7,5,3.0,3.0,2.25,4.5,1.8,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(2+0j),True,2,3,5,10,2,3,5,3,4,6,3,4,5,3,5,7,10,10,15,10,15,4,5,12,6.0,9.0,6,8,5,2.0666666666666664,4.361111111111111,2.416666666666667,22.77748299319727,2.0666666666666664,4.308060412490447,1.1712962962962965,4.049127729379167,2.666666666666667,7.7112352811751075,1.0158333333333334,0.6799999999999999,2.24517629276684,2.9452873105627,7.879634775940944,3.2,2.45,3.4166666666666665,1.6333333333333333,2.0666666666666664,False
MathematicaGraph2427,2,3,3,6,5,2,3,5,5,4,2,7,6,2,2,2,2,10,3.1258976576862296,2.8,2.894427190999916,1,3,2,4,5,3,2,1,48.0,2,3,5,4,4,5,4,-3,3,5,5,5,5,5,6,4,5,3,2,4,5,6,4,5,3.0,2.333333333333333,1.75,3.5,1.4,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,(6+0j),(1+0j),True,1,2,3,8,2,2,4,4,4,5,2,4,5,2,4,6,8,9,13,8,13,4,5,9,4.0,6.0,5,5,5,1.4,4.472222222222222,1.6666666666666663,16.888888888888886,1.4,3.125897657686229,1.4351851851851851,2.894427190999916,0.8333333333333333,5.423693409364296,0.5972222222222222,0.4166666666666666,1.5629488288431146,2.144313424070585,5.9185650686696905,2.25,1.9833333333333327,2.833333333333333,1.1333333333333333,1.4,False
MathematicaGraph7549,3,3,3,7,4,2,2,4,4,4,2,7,6,3,2,3,2,10,3.1807392125526213,2.9,2.9328121551534467,1,3,2,4,5,3,2,2,46.0,3,1,4,4,4,5,5,-3,3,5,4,5,4,5,6,4,5,3,2,4,5,5,6,4,3.0,2.333333333333333,1.75,3.5,1.4,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,(6+0j),(1+0j),True,1,3,4,8,2,3,4,4,4,4,2,4,6,2,3,7,9,9,12,9,12,4,5,10,5.0,8.0,5,6,4,1.45,4.472222222222222,1.7777777777777777,17.08333333333333,1.45,3.1807392125526213,1.2266803840877911,2.9328121551534467,0.8333333333333333,5.52068115004865,0.7136111111111112,0.3888888888888888,1.4923517615500987,2.0664275155783454,5.797764848845045,2.25,1.9833333333333327,2.833333333333333,1.1595238095238094,1.45,False
MathematicaGraph7561,3,5,5,7,4,1,2,3,3,5,3,8,7,3,2,4,3,14,3.846065214951232,3.7,3.573691594068752,1,3,2,4,5,4,3,1,72.0,4,1,5,3,3,7,6,-6,3,5,5,6,4,5,7,5,6,4,3,4,5,7,7,4,3.0,2.6666666666666665,2.0,4.0,1.6,9,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(7+0j),(1+0j),True,1,3,4,8,2,3,5,3,4,5,3,4,5,3,4,7,10,10,14,10,14,4,5,12,6.0,9.0,5,7,5,1.85,4.111111111111111,2.25,19.840555555555547,1.85,3.846065214951232,0.875,3.573691594068752,2.1666666666666665,6.767814816086004,1.0538888888888889,0.6,1.9643764376964905,2.5512304436323974,6.789110806519733,2.8,2.2,3.083333333333333,1.45,1.85,False
MathematicaGraph7575,4,4,6,8,5,1,2,3,3,7,4,9,8,4,2,4,3,16,4.308060412490447,4.133333333333333,4.049127729379167,1,3,2,4,5,4,3,2,110.0,4,2,5,5,3,8,7,-7,2,5,5,7,5,6,8,6,7,5,4,5,6,7,7,5,3.0,3.0,2.25,4.5,1.8,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(2+0j),True,2,3,5,10,2,3,5,3,4,6,3,4,5,2,5,7,9,10,15,9,15,4,5,11,6.0,10.0,6,8,4,2.0666666666666664,4.361111111111111,2.416666666666667,22.70803854875283,2.0666666666666664,4.308060412490447,1.1712962962962965,4.049127729379167,2.6666666666666665,7.7112352811751075,0.9897222222222222,0.6441666666666667,2.2058893008990683,2.9234275728431003,7.868210073857789,3.2,2.45,3.4166666666666665,1.6333333333333335,2.0666666666666664,False
G7,1,2,1,2,1,1,3,3,3,1,1,4,6,1,4,2,2,3,2.0,2.0,2.4494897427831783,3,3,4,1,2,2,1,1,6.0,3,1,3,2,3,3,1,1,3,3,3,0,2,2,1,1,0,3,2,2,3,3,3,2,1.0,1.3333333333333333,1.0,2.0,0.8,3,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,3,6,(9+0j),(-1+0j),True,-1,2,3,8,2,1,2,3,4,1,2,4,4,1,2,2,3,4,6,3,6,3,6,1,2.0,3.0,2,3,1,1.0,0.4444444444444444,0.6666666666666667,12.0,1.0,2.0,0.5267489711934156,2.4494897427831783,0.6666666666666666,6.0,0.4444444444444444,0.6666666666666667,2.0,2.4494897427831783,6.0,1.7142857142857142,0.8,1.0,0.857142857142857,1.0,True
MathematicaGraph7603,4,4,4,9,5,2,3,5,5,4,2,9,8,4,2,4,3,12,4.064696016533707,3.6857142857142855,3.796375187816163,1,4,2,5,6,3,2,2,86.0,4,1,5,5,5,7,6,-3,5,7,5,7,5,6,8,5,7,4,3,6,7,7,8,5,2.75,2.25,1.8,3.0,1.5,11,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(1+0j),True,1,4,5,11,2,4,6,5,5,5,3,5,7,3,5,9,12,12,17,13,21,5,6,14,6.0,10.0,6,8,5,1.8428571428571427,5.673611111111111,2.25,24.79166666666666,1.8428571428571427,4.064696016533707,1.5868055555555556,3.796375187816163,1.25,7.293030292507918,0.908125,0.4131944444444444,1.7412020814355889,2.5332321854175874,7.571203270809559,2.782608695652174,2.533333333333333,3.616666666666666,1.4773809523809522,1.8428571428571427,False
F_small_F1_HaHeHe,2,2,2,3,3,1,3,3,3,2,2,5,6,2,2,2,2,6,2.4494897427831783,2.4000000000000004,2.683281572999748,2,3,2,2,3,2,2,1,14.0,2,3,3,3,3,4,2,-1,3,3,3,3,3,3,3,2,3,3,2,3,3,4,2,3,1.6666666666666667,1.6666666666666667,1.25,2.5,1.0,5,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,2,5,(6+0j),0j,False,0,2,3,8,2,1,2,4,5,2,2,5,5,1,2,3,4,5,7,4,7,3,5,3,3.0,4.0,2,3,2,1.2,0.9722222222222222,1.0,14.0,1.2,2.4494897427831783,0.75,2.683281572999748,1.8333333333333333,5.878775382679627,0.3125,0.375,1.5,2.1213203435596424,6.0,2.0,1.15,1.4999999999999998,1.0,1.2,False
K4,1,2,1,2,1,1,4,4,4,1,1,5,10,1,5,2,2,3,2.5,2.5,3.5355339059327373,4,4,5,1,2,2,1,1,10.0,4,1,4,3,4,4,1,2,4,4,4,0,3,3,1,1,0,4,3,3,4,4,4,3,0.75,1.25,1.0,1.6666666666666667,0.8333333333333334,3,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,4,8,(16+0j),(-1+0j),True,-1,2,5,20,2,1,2,4,5,1,2,5,5,1,2,2,3,4,6,4,8,4,8,1,2.0,3.0,2,3,1,1.25,0.3125,0.625,20.0,1.25,2.5,0.52734375,3.5355339059327378,0.4166666666666666,10.0,0.3125,0.625,2.5,3.5355339059327378,10.0,2.2222222222222223,0.8333333333333333,1.0,1.1111111111111114,1.25,True
cubic49,4,4,6,7,5,2,5,5,5,4,4,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,150.0,7,3,8,8,6,10,7,2,8,8,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,17,(20+0j),(3+0j),False,3,4,9,31,4,2,6,8,6,4,4,6,7,2,6,5,7,12,18,7,18,7,18,7,7.0,10.0,6,7,4,2.999999999999999,1.3333333333333337,2.0000000000000004,51.62500000000004,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2988208616780045,0.4454421768707482,2.8103320146929764,5.016847001589789,17.977510842904323,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
MathematicaGraph7398,1,2,1,14,13,1,12,13,13,2,1,14,13,1,2,1,1,6,3.6055512754639896,1.857142857142857,3.474396144861517,1,13,2,13,13,2,1,1,169.0,1,1,13,12,13,13,2,8,12,13,13,12,13,13,13,1,12,1,1,12,13,13,13,13,2.0,1.0769230769230769,1.0,1.1666666666666667,0.9333333333333332,26,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,(13+0j),0j,True,0,1,6,24,1,1,7,13,14,13,1,14,14,1,7,14,15,20,27,25,97,13,13,25,2.0,3.0,13,13,14,0.9285714285714284,13.005917159763314,0.9999999999999998,65.0,0.9285714285714284,3.6055512754639913,10.224852071005918,3.474396144861516,0.0064102564102564,6.696023797290267,0.0828402366863905,0.0769230769230769,0.9999999999999998,2.549509756796393,13.0,1.7333333333333334,4.4,6.571428571428571,0.8666666666666666,0.9285714285714284,False
